state,district,category,feature,value
Assam,GOALPARA,School Facilities,Schools with computers,6.0
Kerala,THIRUVANANTHAPURAM,School Facilities,Schools with computers,93.0
Uttar Pradesh,BAHRAICH,School Facilities,Schools with computers,11.0
Uttar Pradesh,BALLIA,School Facilities,Schools with computers,8.0
West Bengal,KOLKATA,School Facilities,Schools with computers,28.0
Andhra Pradesh,NELLORE,School Facilities,Schools with computers,25.0
Bihar,SAHARSA,School Facilities,Schools with computers,6.0
Madhya Pradesh,REWA,School Facilities,Schools with computers,5.0
Punjab,RUPNAGAR,School Facilities,Schools with computers,37.0
Arunachal Pradesh,KAMLE,School Facilities,Schools with computers,9.0
Punjab,FATEHGARH SAHIB,School Facilities,Schools with computers,46.0
Punjab,MANSA,School Facilities,Schools with computers,51.0
Jammu & Kashmir,SRINAGAR,School Facilities,Schools with computers,50.0
Jharkhand,SIMDEGA,School Facilities,Schools with computers,13.0
Madhya Pradesh,ANUPPUR,School Facilities,Schools with computers,8.0
Sikkim,EAST SIKKIM,School Facilities,Schools with computers,66.0
Uttar Pradesh,BALRAMPUR,School Facilities,Schools with computers,9.0
Uttar Pradesh,ETAWAH,School Facilities,Schools with computers,10.0
Gujarat,JUNAGADH,School Facilities,Schools with computers,75.0
Maharashtra,BULDANA,School Facilities,Schools with computers,49.0
Arunachal Pradesh,LEPA RADA,School Facilities,Schools with computers,24.0
Madhya Pradesh,AGAR MALWA,School Facilities,Schools with computers,13.0
Madhya Pradesh,VIDISHA,School Facilities,Schools with computers,9.0
Mizoram,LAWNGTLAI,School Facilities,Schools with computers,20.0
Nagaland,ZUNHEBOTO,School Facilities,Schools with computers,23.0
Telangana,BHADRADRI,School Facilities,Schools with computers,16.0
Haryana,KAITHAL,School Facilities,Schools with computers,51.0
Karnataka,UTTARA KANNADA SIRSI,School Facilities,Schools with computers,18.0
West Bengal,NORTH 24 PARGANAS,School Facilities,Schools with computers,17.0
Chhattisgarh,DHAMTARI,School Facilities,Schools with computers,17.0
Bihar,ROHTAS,School Facilities,Schools with computers,11.0
Jharkhand,SAHIBGANJ,School Facilities,Schools with computers,9.0
Karnataka,BAGALKOT,School Facilities,Schools with computers,39.0
Madhya Pradesh,DAMOH,School Facilities,Schools with computers,10.0
Maharashtra,JALNA,School Facilities,Schools with computers,56.0
Mizoram,LUNGLEI,School Facilities,Schools with computers,36.0
Odisha,BALASORE,School Facilities,Schools with computers,26.0
Telangana,RANGAREDDY,School Facilities,Schools with computers,51.0
Chhattisgarh,BALRAMPUR,School Facilities,Schools with computers,10.0
Gujarat,PANCH MAHALS,School Facilities,Schools with computers,55.0
Haryana,BHIWANI,School Facilities,Schools with computers,41.0
West Bengal,HOOGHLY,School Facilities,Schools with computers,18.0
Bihar,SARAN,School Facilities,Schools with computers,6.0
Gujarat,PORBANDAR,School Facilities,Schools with computers,75.0
Gujarat,RAJKOT,School Facilities,Schools with computers,82.0
Odisha,GANJAM,School Facilities,Schools with computers,27.0
Haryana,KARNAL,School Facilities,Schools with computers,48.0
Himachal Pradesh,KULLU,School Facilities,Schools with computers,27.0
Maharashtra,PUNE,School Facilities,Schools with computers,80.0
Telangana,KAMAREDDY,School Facilities,Schools with computers,27.0
Telangana,KHAMMAM,School Facilities,Schools with computers,27.0
Uttar Pradesh,FATEHPUR,School Facilities,Schools with computers,9.0
Odisha,DHENKANAL,School Facilities,Schools with computers,27.0
Rajasthan,CHITTAURGARH,School Facilities,Schools with computers,42.0
Arunachal Pradesh,DIBANG VALLEY,School Facilities,Schools with computers,8.0
Gujarat,DEVBHOOMI DWARKA,School Facilities,Schools with computers,70.0
Madhya Pradesh,BALAGHAT,School Facilities,Schools with computers,9.0
Maharashtra,HINGOLI,School Facilities,Schools with computers,50.0
Mizoram,MAMIT,School Facilities,Schools with computers,41.0
Uttar Pradesh,BAREILLY,School Facilities,Schools with computers,30.0
Madhya Pradesh,CHHATARPUR,School Facilities,Schools with computers,10.0
Tamilnadu,TIRUNELVELI,School Facilities,Schools with computers,56.0
Odisha,MALKANGIRI,School Facilities,Schools with computers,15.0
Madhya Pradesh,JABALPUR,School Facilities,Schools with computers,15.0
Maharashtra,SINDHUDURG,School Facilities,Schools with computers,69.0
Uttar Pradesh,LAKHIMPUR KHERI,School Facilities,Schools with computers,13.0
Assam,GOLAGHAT,School Facilities,Schools with computers,15.0
Karnataka,DAKSHINA KANNADA,School Facilities,Schools with computers,51.0
Haryana,FATEHABAD,School Facilities,Schools with computers,43.0
Himachal Pradesh,BILASPUR (H.P.),School Facilities,Schools with computers,30.0
Jammu & Kashmir,BANDIPORA,School Facilities,Schools with computers,20.0
Manipur,THOUBAL,School Facilities,Schools with computers,39.0
Tamilnadu,NAMAKKAL,School Facilities,Schools with computers,71.0
Telangana,PEDDAPALLI,School Facilities,Schools with computers,33.0
Bihar,MADHEPURA,School Facilities,Schools with computers,9.0
Gujarat,NAVSARI,School Facilities,Schools with computers,62.0
Karnataka,RAMANAGARA,School Facilities,Schools with computers,35.0
Kerala,PALAKKAD,School Facilities,Schools with computers,93.0
Madhya Pradesh,KHARGONE,School Facilities,Schools with computers,7.0
Sikkim,WEST SIKKIM,School Facilities,Schools with computers,63.0
Uttar Pradesh,MAU,School Facilities,Schools with computers,11.0
Jharkhand,GUMLA,School Facilities,Schools with computers,6.0
Manipur,JIRIBAM,School Facilities,Schools with computers,23.0
Rajasthan,JHALAWAR,School Facilities,Schools with computers,31.0
Tripura,WEST TRIPURA,School Facilities,Schools with computers,26.0
Punjab,MUKTSAR,School Facilities,Schools with computers,55.0
Manipur,NONEY,School Facilities,Schools with computers,14.0
Punjab,SANGRUR,School Facilities,Schools with computers,53.0
Bihar,ARARIA,School Facilities,Schools with computers,4.0
Jharkhand,PALAMU,School Facilities,Schools with computers,9.0
Karnataka,KOPPAL,School Facilities,Schools with computers,31.0
Manipur,CHURACHANDPUR,School Facilities,Schools with computers,25.0
Andhra Pradesh,WEST GODAVARI,School Facilities,Schools with computers,39.0
Maharashtra,LATUR,School Facilities,Schools with computers,60.0
Assam,MAJULI,School Facilities,Schools with computers,7.0
Karnataka,GADAG,School Facilities,Schools with computers,46.0
Odisha,SONEPUR,School Facilities,Schools with computers,25.0
Punjab,GURDASPUR,School Facilities,Schools with computers,44.0
Rajasthan,BHARATPUR,School Facilities,Schools with computers,37.0
Karnataka,RAICHUR,School Facilities,Schools with computers,25.0
Madhya Pradesh,MANDSAUR,School Facilities,Schools with computers,7.0
Madhya Pradesh,PANNA,School Facilities,Schools with computers,8.0
Uttar Pradesh,BUDAUN,School Facilities,Schools with computers,12.0
Arunachal Pradesh,LONGDING,School Facilities,Schools with computers,33.0
Bihar,KATIHAR,School Facilities,Schools with computers,7.0
Gujarat,SURENDRANAGAR,School Facilities,Schools with computers,79.0
Odisha,BARAGARH,School Facilities,Schools with computers,27.0
Tamilnadu,THE NILGIRIS,School Facilities,Schools with computers,73.0
West Bengal,NADIA,School Facilities,Schools with computers,13.0
Andaman & Nicobar Islands,ANDAMAN ISLANDS,School Facilities,Schools with computers,61.0
Tamilnadu,DINDIGUL,School Facilities,Schools with computers,68.0
Telangana,YADADRI,School Facilities,Schools with computers,30.0
Arunachal Pradesh,CAPITAL COMPLEX ITANAGAR,School Facilities,Schools with computers,45.0
Himachal Pradesh,UNA,School Facilities,Schools with computers,38.0
Madhya Pradesh,BHOPAL,School Facilities,Schools with computers,29.0
Manipur,BISHNUPUR,School Facilities,Schools with computers,38.0
Karnataka,KODAGU,School Facilities,Schools with computers,36.0
Bihar,BUXAR,School Facilities,Schools with computers,14.0
Himachal Pradesh,SHIMLA,School Facilities,Schools with computers,28.0
Madhya Pradesh,ALIRAJPUR,School Facilities,Schools with computers,4.0
Tamilnadu,SALEM,School Facilities,Schools with computers,79.0
Gujarat,VALSAD,School Facilities,Schools with computers,51.0
Jharkhand,JAMTARA,School Facilities,Schools with computers,8.0
Maharashtra,BHANDARA,School Facilities,Schools with computers,53.0
Maharashtra,NANDURBAR,School Facilities,Schools with computers,48.0
Odisha,JAGATSINGHPUR,School Facilities,Schools with computers,31.0
Rajasthan,DAUSA,School Facilities,Schools with computers,36.0
Rajasthan,KOTA,School Facilities,Schools with computers,53.0
Arunachal Pradesh,EAST SIANG,School Facilities,Schools with computers,29.0
Arunachal Pradesh,PAPUM PARE,School Facilities,Schools with computers,13.0
Karnataka,TUMAKURU MADHUGIRI,School Facilities,Schools with computers,22.0
Tamilnadu,DHARMAPURI,School Facilities,Schools with computers,77.0
Uttarakhand,ALMORA,School Facilities,Schools with computers,27.0
Madhya Pradesh,NEEMUCH,School Facilities,Schools with computers,17.0
Mizoram,AIZAWL,School Facilities,Schools with computers,67.0
Rajasthan,SIKAR,School Facilities,Schools with computers,54.0
Uttarakhand,CHAMOLI,School Facilities,Schools with computers,26.0
Gujarat,AHMEDABAD,School Facilities,Schools with computers,73.0
Uttar Pradesh,FARRUKHABAD,School Facilities,Schools with computers,6.0
Chhattisgarh,MAHASAMUND,School Facilities,Schools with computers,18.0
Gujarat,CHHOTAUDEPUR,School Facilities,Schools with computers,36.0
Punjab,Fazilka,School Facilities,Schools with computers,46.0
Rajasthan,RAJSAMAND,School Facilities,Schools with computers,38.0
Telangana,MULUGU,School Facilities,Schools with computers,14.0
Jammu & Kashmir,REASI,School Facilities,Schools with computers,11.0
Madhya Pradesh,KATNI,School Facilities,Schools with computers,15.0
Maharashtra,SATARA,School Facilities,Schools with computers,83.0
Rajasthan,GANGANAGAR,School Facilities,Schools with computers,44.0
Uttar Pradesh,BULANDSHAHR,School Facilities,Schools with computers,21.0
Uttarakhand,NAINITAL,School Facilities,Schools with computers,38.0
Arunachal Pradesh,CHANGLANG,School Facilities,Schools with computers,18.0
Bihar,SUPAUL,School Facilities,Schools with computers,9.0
Maharashtra,PARBHANI,School Facilities,Schools with computers,59.0
Rajasthan,BARMER,School Facilities,Schools with computers,23.0
Uttar Pradesh,HARDOI,School Facilities,Schools with computers,12.0
Arunachal Pradesh,WEST SIANG,School Facilities,Schools with computers,18.0
Chhattisgarh,DURG,School Facilities,Schools with computers,40.0
Gujarat,BOTAD,School Facilities,Schools with computers,88.0
Jharkhand,DUMKA,School Facilities,Schools with computers,7.0
Madhya Pradesh,RATLAM,School Facilities,Schools with computers,14.0
Nagaland,WOKHA,School Facilities,Schools with computers,23.0
Bihar,VAISHALI,School Facilities,Schools with computers,12.0
Jammu & Kashmir,KATHUA,School Facilities,Schools with computers,20.0
Jharkhand,KHUNTI,School Facilities,Schools with computers,10.0
Madhya Pradesh,CHHINDWARA,School Facilities,Schools with computers,11.0
Meghalaya,SOUTH GARO HILLS,School Facilities,Schools with computers,4.0
Uttar Pradesh,PRATAPGARH,School Facilities,Schools with computers,7.0
Arunachal Pradesh,EAST KAMENG,School Facilities,Schools with computers,15.0
Bihar,NALANDA,School Facilities,Schools with computers,18.0
Haryana,AMBALA,School Facilities,Schools with computers,41.0
Jammu & Kashmir,KULGAM,School Facilities,Schools with computers,25.0
Meghalaya,SOUTH WEST GARO HILLS,School Facilities,Schools with computers,7.0
West Bengal,HOWRAH,School Facilities,Schools with computers,16.0
Telangana,JANGAON,School Facilities,Schools with computers,24.0
Uttarakhand,RUDRAPRAYAG,School Facilities,Schools with computers,26.0
Arunachal Pradesh,KURUNG KUMEY,School Facilities,Schools with computers,11.0
Uttar Pradesh,FIROZABAD,School Facilities,Schools with computers,19.0
Uttar Pradesh,KANSHIRAM NAGAR,School Facilities,Schools with computers,15.0
Uttarakhand,TEHRI GARHWAL,School Facilities,Schools with computers,26.0
Assam,CHIRANG,School Facilities,Schools with computers,10.0
Chhattisgarh,GARIABAND,School Facilities,Schools with computers,13.0
Chhattisgarh,MUNGELI,School Facilities,Schools with computers,25.0
Jharkhand,RANCHI,School Facilities,Schools with computers,25.0
Rajasthan,JALOR,School Facilities,Schools with computers,40.0
Andhra Pradesh,GUNTUR,School Facilities,Schools with computers,33.0
Himachal Pradesh,LAHUL & SPITI,School Facilities,Schools with computers,28.0
Kerala,IDUKKI,School Facilities,Schools with computers,78.0
Arunachal Pradesh,SHI YOMI,School Facilities,Schools with computers,16.0
Gujarat,KACHCHH,School Facilities,Schools with computers,80.0
Haryana,PALWAL,School Facilities,Schools with computers,46.0
Madhya Pradesh,DATIA,School Facilities,Schools with computers,14.0
Puducherry,KARAIKAL,School Facilities,Schools with computers,82.0
Tamilnadu,THANJAVUR,School Facilities,Schools with computers,70.0
Assam,BONGAIGAON,School Facilities,Schools with computers,9.0
Telangana,MANCHERIAL,School Facilities,Schools with computers,23.0
Chhattisgarh,JANJGIR - CHAMPA,School Facilities,Schools with computers,24.0
Gujarat,BHAVNAGAR,School Facilities,Schools with computers,87.0
Jharkhand,DEOGHAR,School Facilities,Schools with computers,9.0
Nagaland,MOKOKCHUNG,School Facilities,Schools with computers,49.0
West Bengal,DAKSHIN DINAJPUR,School Facilities,Schools with computers,9.0
Bihar,BHAGALPUR,School Facilities,Schools with computers,10.0
Punjab,PATIALA,School Facilities,Schools with computers,49.0
Gujarat,SABAR KANTHA,School Facilities,Schools with computers,69.0
Manipur,TAMENGLONG,School Facilities,Schools with computers,11.0
Odisha,KORAPUT,School Facilities,Schools with computers,16.0
West Bengal,JALPAIGURI,School Facilities,Schools with computers,10.0
Bihar,MADHUBANI,School Facilities,Schools with computers,6.0
Gujarat,VADODARA,School Facilities,Schools with computers,66.0
Jharkhand,SARAIKELA-KHARSAWAN,School Facilities,Schools with computers,8.0
Andhra Pradesh,CHITTOOR,School Facilities,Schools with computers,28.0
Jharkhand,PAKAUR,School Facilities,Schools with computers,10.0
Maharashtra,AURANGABAD (MAHARASHTRA),School Facilities,Schools with computers,68.0
Nagaland,MON,School Facilities,Schools with computers,21.0
Chhattisgarh,RAJNANDGAON,School Facilities,Schools with computers,20.0
Gujarat,DOHAD,School Facilities,Schools with computers,34.0
Karnataka,CHIKKAMANGALURU,School Facilities,Schools with computers,23.0
Punjab,BATHINDA,School Facilities,Schools with computers,58.0
Rajasthan,BARAN,School Facilities,Schools with computers,29.0
Tamilnadu,TIRUVANNAMALAI,School Facilities,Schools with computers,76.0
Uttarakhand,HARDWAR,School Facilities,Schools with computers,39.0
Uttarakhand,CHAMPAWAT,School Facilities,Schools with computers,27.0
Uttarakhand,PAURI,School Facilities,Schools with computers,28.0
Himachal Pradesh,HAMIRPUR (H.P.),School Facilities,Schools with computers,38.0
Kerala,WAYANAD,School Facilities,Schools with computers,86.0
Tamilnadu,PERAMBALUR,School Facilities,Schools with computers,75.0
Rajasthan,NAGAUR,School Facilities,Schools with computers,46.0
West Bengal,PURBA BARDHAMAN,School Facilities,Schools with computers,14.0
Arunachal Pradesh,LOWER DIBANG VALLEY,School Facilities,Schools with computers,45.0
Odisha,RAYAGADA,School Facilities,Schools with computers,19.0
Rajasthan,DHAULPUR,School Facilities,Schools with computers,35.0
Andhra Pradesh,PRAKASAM,School Facilities,Schools with computers,25.0
Assam,WEST KARBI ANGLONG,School Facilities,Schools with computers,7.0
Kerala,KOLLAM,School Facilities,Schools with computers,85.0
Uttar Pradesh,DEORIA,School Facilities,Schools with computers,12.0
Odisha,SUNDERGARH,School Facilities,Schools with computers,24.0
Uttar Pradesh,VARANASI,School Facilities,Schools with computers,40.0
Andhra Pradesh,VIZIANAGARAM,School Facilities,Schools with computers,24.0
Arunachal Pradesh,WEST KAMENG,School Facilities,Schools with computers,34.0
Kerala,PATHANAMTHITTA,School Facilities,Schools with computers,84.0
Uttar Pradesh,GONDA,School Facilities,Schools with computers,13.0
Assam,SIBSAGAR,School Facilities,Schools with computers,13.0
Haryana,FARIDABAD,School Facilities,Schools with computers,73.0
Assam,KAMPRUP,School Facilities,Schools with computers,35.0
Puducherry,PONDICHERRY,School Facilities,Schools with computers,82.0
Assam,BISWANATH,School Facilities,Schools with computers,10.0
Odisha,BHADRAK,School Facilities,Schools with computers,28.0
Uttar Pradesh,KANPUR,School Facilities,Schools with computers,21.0
Uttar Pradesh,RAE BARELI,School Facilities,Schools with computers,9.0
West Bengal,PURULIA,School Facilities,Schools with computers,10.0
Chhattisgarh,KORBA,School Facilities,Schools with computers,17.0
Manipur,PHERZAWL,School Facilities,Schools with computers,19.0
Tamilnadu,NAGAPATTINAM,School Facilities,Schools with computers,69.0
Telangana,NAGARKURNOOL,School Facilities,Schools with computers,22.0
West Bengal,BIRBHUM,School Facilities,Schools with computers,13.0
Karnataka,BIDAR,School Facilities,Schools with computers,22.0
Tamilnadu,CUDDALORE,School Facilities,Schools with computers,74.0
Uttar Pradesh,MAHOBA,School Facilities,Schools with computers,8.0
Karnataka,KALBURGI,School Facilities,Schools with computers,20.0
Mizoram,CHAMPHAI,School Facilities,Schools with computers,54.0
Punjab,FIROZPUR,School Facilities,Schools with computers,40.0
Telangana,HYDERABAD,School Facilities,Schools with computers,64.0
West Bengal,DARJEELING,School Facilities,Schools with computers,8.0
Tamilnadu,KRISHNAGIRI,School Facilities,Schools with computers,78.0
Uttar Pradesh,MEERUT,School Facilities,Schools with computers,31.0
Assam,LAKHIMPUR KHERI,School Facilities,Schools with computers,9.0
Kerala,ERNAKULAM,School Facilities,Schools with computers,95.0
Punjab,PATHANKOT,School Facilities,Schools with computers,47.0
Telangana,MAHABUBABAD,School Facilities,Schools with computers,15.0
Assam,HAILAKANDI,School Facilities,Schools with computers,4.0
Chhattisgarh,KAWARDHA,School Facilities,Schools with computers,17.0
Jharkhand,RAMGARH,School Facilities,Schools with computers,23.0
Kerala,KASARAGOD,School Facilities,Schools with computers,82.0
Odisha,KALAHANDI,School Facilities,Schools with computers,21.0
Jammu & Kashmir,KISHTWAR,School Facilities,Schools with computers,14.0
Telangana,JAYASHANKAR,School Facilities,Schools with computers,18.0
Haryana,YAMUNANAGAR,School Facilities,Schools with computers,34.0
Karnataka,HASSAN,School Facilities,Schools with computers,21.0
Maharashtra,YAVATMAL,School Facilities,Schools with computers,50.0
Punjab,MOGA,School Facilities,Schools with computers,51.0
Tamilnadu,TIRUCHIRAPPALLI,School Facilities,Schools with computers,75.0
Chhattisgarh,SURGUJA,School Facilities,Schools with computers,15.0
Lakshadweep,LAKSHADWEEP,School Facilities,Schools with computers,98.0
Odisha,NUAPADA,School Facilities,Schools with computers,22.0
Rajasthan,JAIPUR,School Facilities,Schools with computers,58.0
Jharkhand,GIRIDIH,School Facilities,Schools with computers,11.0
Andhra Pradesh,KRISHNA,School Facilities,Schools with computers,33.0
Karnataka,CHAMARAJANAGARA,School Facilities,Schools with computers,31.0
Madhya Pradesh,MORENA,School Facilities,Schools with computers,5.0
Uttar Pradesh,CHANDAULI,School Facilities,Schools with computers,21.0
Uttar Pradesh,SHAMLI (PRABUDH NAGAR),School Facilities,Schools with computers,20.0
Uttarakhand,UDHAM SINGH NAGAR,School Facilities,Schools with computers,43.0
Arunachal Pradesh,UPPER SUBANSIRI,School Facilities,Schools with computers,15.0
Assam,BARPETA,School Facilities,Schools with computers,11.0
Assam,MORIGAON,School Facilities,Schools with computers,8.0
Himachal Pradesh,SIRMAUR,School Facilities,Schools with computers,21.0
Jammu & Kashmir,SAMBA,School Facilities,Schools with computers,33.0
Kerala,KANNUR,School Facilities,Schools with computers,93.0
Telangana,MEDAK,School Facilities,Schools with computers,22.0
Uttar Pradesh,SONBHADRA,School Facilities,Schools with computers,15.0
Jammu & Kashmir,KUPWARA,School Facilities,Schools with computers,17.0
Madhya Pradesh,SHAHDOL,School Facilities,Schools with computers,5.0
Tripura,GOMATI,School Facilities,Schools with computers,14.0
Uttar Pradesh,FAIZABAD,School Facilities,Schools with computers,20.0
Uttar Pradesh,SULTANPUR,School Facilities,Schools with computers,10.0
West Bengal,JHARGRAM,School Facilities,Schools with computers,7.0
Jammu & Kashmir,BADGAM,School Facilities,Schools with computers,26.0
Tamilnadu,VIRUDHUNAGAR,School Facilities,Schools with computers,62.0
Uttar Pradesh,BASTI,School Facilities,Schools with computers,7.0
Chhattisgarh,BIJAPUR,School Facilities,Schools with computers,13.0
Maharashtra,GREATER BOMBAY,School Facilities,Schools with computers,89.0
Maharashtra,KOLHAPUR,School Facilities,Schools with computers,66.0
Maharashtra,SANGLI,School Facilities,Schools with computers,69.0
Meghalaya,JAINTIA HILLS,School Facilities,Schools with computers,11.0
Gujarat,MAHESANA,School Facilities,Schools with computers,74.0
Haryana,HISAR,School Facilities,Schools with computers,53.0
Haryana,PANIPAT,School Facilities,Schools with computers,60.0
Madhya Pradesh,HOSHANGABAD,School Facilities,Schools with computers,16.0
Tamilnadu,MADURAI,School Facilities,Schools with computers,74.0
Karnataka,BELAGAVI,School Facilities,Schools with computers,28.0
Karnataka,CHIKKABALLAPURA,School Facilities,Schools with computers,21.0
Karnataka,HAVERI,School Facilities,Schools with computers,31.0
Madhya Pradesh,SHAJAPUR,School Facilities,Schools with computers,13.0
Sikkim,NORTH SIKKIM,School Facilities,Schools with computers,52.0
West Bengal,MURSHIDABAD,School Facilities,Schools with computers,12.0
Telangana,KOMARAM BHEEM,School Facilities,Schools with computers,12.0
Rajasthan,JHUNJHUNU,School Facilities,Schools with computers,53.0
Assam,NAGAON,School Facilities,Schools with computers,10.0
Haryana,SIRSA,School Facilities,Schools with computers,46.0
Karnataka,DHARWAD,School Facilities,Schools with computers,40.0
Kerala,ALAPPUZHA,School Facilities,Schools with computers,89.0
Himachal Pradesh,MANDI,School Facilities,Schools with computers,25.0
Karnataka,SHIVAMOGGA,School Facilities,Schools with computers,22.0
Tamilnadu,THOOTHUKKUDI,School Facilities,Schools with computers,48.0
Uttar Pradesh,HAPUR (PANCHSHEEL NAGAR),School Facilities,Schools with computers,19.0
Uttar Pradesh,MAHARAJGANJ,School Facilities,Schools with computers,17.0
Assam,UDALGURI,School Facilities,Schools with computers,7.0
Himachal Pradesh,CHAMBA,School Facilities,Schools with computers,22.0
Jammu & Kashmir,BARAMULA,School Facilities,Schools with computers,18.0
Karnataka,VIJAYAPURA,School Facilities,Schools with computers,35.0
Uttar Pradesh,HATHRAS,School Facilities,Schools with computers,19.0
Uttar Pradesh,MORADABAD,School Facilities,Schools with computers,20.0
Uttar Pradesh,SHAHJAHANPUR,School Facilities,Schools with computers,8.0
Assam,NALBARI,School Facilities,Schools with computers,11.0
Jharkhand,CHATRA,School Facilities,Schools with computers,7.0
Dadra & Nagar Haveli,DADRA AND NAGAR HAVELI(UT),School Facilities,Schools with computers,83.0
Madhya Pradesh,BHIND,School Facilities,Schools with computers,11.0
Maharashtra,SOLAPUR,School Facilities,Schools with computers,77.0
Punjab,LUDHIANA,School Facilities,Schools with computers,62.0
Uttar Pradesh,SAMBHAL (BHIM NAGAR),School Facilities,Schools with computers,15.0
Bihar,SHEIKHPURA,School Facilities,Schools with computers,7.0
Daman & Diu,DIU,School Facilities,Schools with computers,98.0
Karnataka,YADAGIRI,School Facilities,Schools with computers,20.0
Maharashtra,WARDHA,School Facilities,Schools with computers,62.0
Meghalaya,EAST KHASI HILLS,School Facilities,Schools with computers,22.0
Madhya Pradesh,HARDA,School Facilities,Schools with computers,14.0
Nagaland,DIMAPUR,School Facilities,Schools with computers,56.0
Telangana,JOGULAMBA,School Facilities,Schools with computers,25.0
Assam,DHUBRI,School Facilities,Schools with computers,6.0
Bihar,DARBHANGA,School Facilities,Schools with computers,8.0
Goa,SOUTH GOA,School Facilities,Schools with computers,46.0
Gujarat,KHEDA,School Facilities,Schools with computers,64.0
Karnataka,KOLAR,School Facilities,Schools with computers,22.0
Odisha,NAYAGARH,School Facilities,Schools with computers,28.0
Punjab,FARIDKOT,School Facilities,Schools with computers,49.0
Assam,DIMA HASAO,School Facilities,Schools with computers,6.0
Ladakh,KARGIL,School Facilities,Schools with computers,20.0
Uttar Pradesh,AMBEDKAR NAGAR,School Facilities,Schools with computers,11.0
Uttar Pradesh,Jyotiba Phule Nagar (AMROHA),School Facilities,Schools with computers,10.0
Uttar Pradesh,KUSHINAGAR,School Facilities,Schools with computers,9.0
Daman & Diu,DAMAN,School Facilities,Schools with computers,93.0
Jharkhand,DHANBAD,School Facilities,Schools with computers,23.0
Madhya Pradesh,JHABUA,School Facilities,Schools with computers,4.0
Odisha,KHURDHA,School Facilities,Schools with computers,38.0
Telangana,SURYAPET,School Facilities,Schools with computers,25.0
Madhya Pradesh,SAGAR,School Facilities,Schools with computers,7.0
Uttar Pradesh,GHAZIABAD,School Facilities,Schools with computers,45.0
Uttar Pradesh,JAUNPUR,School Facilities,Schools with computers,17.0
Assam,CACHAR,School Facilities,Schools with computers,9.0
Assam,JORHAT,School Facilities,Schools with computers,17.0
Bihar,PURBA CHAMPARAN,School Facilities,Schools with computers,6.0
Haryana,CHARKHI DADRI,School Facilities,Schools with computers,45.0
Karnataka,BALLARI,School Facilities,Schools with computers,30.0
Odisha,BOLANGIR,School Facilities,Schools with computers,22.0
Bihar,SITAMARHI,School Facilities,Schools with computers,7.0
Maharashtra,OSMANABAD,School Facilities,Schools with computers,61.0
Punjab,MOHALI,School Facilities,Schools with computers,51.0
West Bengal,PURBA MEDINIPUR,School Facilities,Schools with computers,11.0
Mizoram,SAIHA,School Facilities,Schools with computers,37.0
Odisha,MAYURBHANJ,School Facilities,Schools with computers,20.0
Sikkim,SOUTH SIKKIM,School Facilities,Schools with computers,46.0
Tamilnadu,CHENNAI,School Facilities,Schools with computers,86.0
Bihar,JEHANABAD,School Facilities,Schools with computers,10.0
Karnataka,DAVANAGERE,School Facilities,Schools with computers,34.0
Meghalaya,NORTH GARO HILLS,School Facilities,Schools with computers,7.0
Rajasthan,KARAULI,School Facilities,Schools with computers,33.0
Tamilnadu,SIVAGANGAI,School Facilities,Schools with computers,64.0
Uttar Pradesh,LALITPUR,School Facilities,Schools with computers,14.0
Uttar Pradesh,GAUTAM BUDDHA NAGAR,School Facilities,Schools with computers,44.0
Andaman & Nicobar Islands,NICOBARS,School Facilities,Schools with computers,50.0
Arunachal Pradesh,KRA DADI,School Facilities,Schools with computers,11.0
Jammu & Kashmir,DODA,School Facilities,Schools with computers,16.0
Jharkhand,KODARMA,School Facilities,Schools with computers,21.0
Maharashtra,PALGHAR,School Facilities,Schools with computers,64.0
Puducherry,YANAM,School Facilities,Schools with computers,100.0
Punjab,TARAN TARAN,School Facilities,Schools with computers,46.0
Uttar Pradesh,RAMPUR,School Facilities,Schools with computers,16.0
Tripura,SEPAHIJALA,School Facilities,Schools with computers,11.0
Uttar Pradesh,GHAZIPUR,School Facilities,Schools with computers,14.0
Maharashtra,AMRAVATI,School Facilities,Schools with computers,45.0
Manipur,CHANDEL,School Facilities,Schools with computers,14.0
Uttarakhand,BAGESHWAR,School Facilities,Schools with computers,31.0
Chhattisgarh,BALODABAZAR,School Facilities,Schools with computers,20.0
Tamilnadu,VILLUPURAM,School Facilities,Schools with computers,85.0
Arunachal Pradesh,LOWER SIANG,School Facilities,Schools with computers,7.0
Bihar,GAYA,School Facilities,Schools with computers,13.0
Karnataka,UTTARA KANNADA,School Facilities,Schools with computers,26.0
Rajasthan,BHILWARA,School Facilities,Schools with computers,36.0
Telangana,ADILABAD,School Facilities,Schools with computers,14.0
Uttar Pradesh,BAGHPAT,School Facilities,Schools with computers,28.0
Haryana,ROHTAK,School Facilities,Schools with computers,63.0
Jharkhand,HAZARIBAG,School Facilities,Schools with computers,19.0
Telangana,JAGTIAL,School Facilities,Schools with computers,28.0
Telangana,MAHABUBNAGAR,School Facilities,Schools with computers,25.0
Arunachal Pradesh,SIANG,School Facilities,Schools with computers,17.0
Bihar,LAKHISARAI,School Facilities,Schools with computers,9.0
Chhattisgarh,SURAJPUR,School Facilities,Schools with computers,13.0
Madhya Pradesh,SINGRAULI,School Facilities,Schools with computers,13.0
Tamilnadu,COIMBATORE,School Facilities,Schools with computers,80.0
